132.777,1107.95,-24.9127,23.6147,1.06968,9.17557
2.66821,1107.18,-32.1619,23.4723,-0.61128,9.17623
20.2726,1106.46,-10.8754,23.3455,4.62467,9.17658
82.3018,1105.8,-9.56232,23.2364,1.65908,9.17674
109.628,1105.2,-7.22425,23.1282,3.25455,9.17747
-22.0367,1104.64,-17.1207,23.0308,0.864952,9.17779
-42.0733,1104.13,-19.9638,22.9554,0.253837,9.17757
-5.32998,1103.68,-23.7318,22.8858,2.531,9.17786
45.5641,1103.28,0.300424,22.8261,-1.26081,9.17795
-58.4808,1102.93,0.259517,22.7726,2.57429,9.17811
-26.6631,1102.62,0.0210176,22.7223,2.86217,9.17836
87.0566,1102.34,-16.2958,22.6902,1.22901,9.17796
40.7026,1102.11,-33.0574,22.6497,-0.0810393,9.17854
89.6093,1101.9,-36.6495,22.6001,0.171409,9.17921
96.5763,1101.69,-20.4196,22.5505,0.73678,9.17957
-29.4404,1101.47,-28.1886,22.4968,1.21104,9.1801
-54.5496,1101.24,-16.7841,22.4514,3.98755,9.18015
-116.107,1101.02,2.85304,22.4206,1.92091,9.17986
-191.186,1100.83,-13.7652,22.4247,-0.768214,9.17862
-187.801,1100.72,-18.3892,22.444,4.03063,9.17795
-153.344,1100.68,-24.3417,22.4738,1.84041,9.17737
-162.121,1100.71,-37.3188,22.499,5.50243,9.17735
-206.395,1100.77,-45.8632,22.5266,-2.99173,9.17707
-202.33,1100.86,-55.6519,22.5612,3.16834,9.17658
-169.14,1100.97,-47.3283,22.5936,2.84082,9.17643
-234.564,1101.1,-31.92,22.6279,2.11074,9.17612
-279.569,1101.24,-10.0654,22.6629,-2.68957,9.17585
-335.053,1101.39,17.9015,22.7007,-0.111664,9.17549
-234.503,1101.54,1.78712,22.7276,-0.199626,9.17567
-227.273,1101.69,1.64402,22.766,-2.72134,9.17502
-249.608,1101.84,16.4617,22.7993,-2.0821,9.17496
-52.1352,1102,1.9809,22.8299,-0.0160942,9.17483
-10.5643,1102.15,-15.9096,22.8428,2.08795,9.17534
31.1094,1102.26,-16.2205,22.8404,6.57076,9.17588
-58.1927,1102.33,-10.2347,22.8171,1.67956,9.17675
-61.1329,1102.33,-7.62598,22.7977,0.754545,9.17675
7.04414,1102.3,-10.4882,22.7748,-0.967906,9.17703
41.2392,1102.24,-5.13014,22.7553,-2.62105,9.17706
14.5697,1102.17,7.70378,22.7226,1.04018,9.17774
-2.43706,1102.07,16.2933,22.7023,2.92026,9.17746
111.322,1101.97,13.6703,22.6854,-0.355208,9.17747
136.004,1101.88,-7.05969,22.6595,-1.0602,9.17796
111.742,1101.78,-22.0557,22.6348,-2.3295,9.17809
-63.6672,1101.67,-8.36264,22.6036,7.17978,9.17855
-100.482,1101.55,-2.01429,22.5838,-1.51833,9.17829
-158.879,1101.44,3.0059,22.5755,0.712083,9.17796
-136.269,1101.36,15.9268,22.5765,-2.9483,9.17763
8.22525,1101.31,14.7252,22.5871,2.6259,9.17722
16.1986,1101.3,4.45134,22.5866,-1.25977,9.17761
33.6505,1101.29,4.70187,22.5794,0.127827,9.17789
-24.6275,1101.27,5.97183,22.5735,1.24135,9.17788
-27.6512,1101.25,-4.09056,22.5716,2.62933,9.17776
159.673,1101.24,-10.9883,22.5666,4.98403,9.1779
113.646,1101.22,-5.1543,22.5377,0.264723,9.17894
111.924,1101.16,28.4806,22.5038,-0.0118464,9.17935
205.896,1101.06,28.7149,22.4665,1.69851,9.17975
312.939,1100.94,26.7825,22.4249,-5.93045,9.1802
306.913,1100.79,22.019,22.3752,-3.91221,9.18085
239.609,1100.61,10.2247,22.3266,-5.69314,9.18118
191.864,1100.42,18.4768,22.2761,-2.74807,9.18162
151.936,1100.21,30.6321,22.2271,3.3443,9.18193
175.145,1099.99,41.7868,22.1863,1.63767,9.18195
162.628,1099.79,26.4677,22.1554,1.63487,9.18183
95.7415,1099.61,28.465,22.1167,-0.805268,9.1824
24.656,1099.43,25.7134,22.0863,-8.1912,9.18233
44.6461,1099.26,10.947,22.0593,2.87784,9.18241
42.4301,1099.12,3.0528,22.0344,1.33893,9.18252
-48.1695,1098.98,-0.200541,22.0209,-3.31493,9.18221
-124.382,1098.87,-16.5726,22.0203,10.0181,9.18176
-115.313,1098.81,-41.5938,22.0417,0.619129,9.18081
-167.904,1098.8,-26.8197,22.0692,1.84547,9.18039
-176.955,1098.84,-7.06301,22.1103,-1.96155,9.1796
-201.871,1098.94,14.9722,22.1536,1.27099,9.17921
-135.169,1099.08,3.93676,22.1933,-1.26541,9.17904
-169.562,1099.23,0.131238,22.2289,0.331077,9.17892
-63.1995,1099.39,-10.604,22.2658,-3.13922,9.17861
-88.7105,1099.55,2.97201,22.3042,-0.571166,9.17828
-109.901,1099.72,10.0701,22.3336,-2.32216,9.17838
-137.671,1099.88,2.89538,22.3546,0.232661,9.17852
67.7021,1100.01,11.1577,22.3779,-5.98139,9.17827
-127.544,1100.13,0.311321,22.3845,0.709384,9.1788
-193.353,1100.22,3.0178,22.3957,-0.501217,9.17857
-191.726,1100.29,12.4471,22.4118,-0.0247611,9.17828
-9.10965,1100.37,16.0505,22.4468,-5.22356,9.17737
11.8303,1100.47,3.08235,22.468,1.34447,9.1777
76.3899,1100.57,6.93841,22.4666,-1.47856,9.17849
171.362,1100.64,-8.27695,22.4641,1.16415,9.17855
198.296,1100.67,3.58002,22.4451,-4.77932,9.17926
44.8956,1100.66,-24.1978,22.4081,-3.2091,9.18016
-146.261,1100.59,-30.6038,22.3843,3.9236,9.17987
-161.003,1100.5,-40.6106,22.3733,4.4852,9.17951
-138.964,1100.43,-38.7452,22.3886,3.0955,9.17848
-116.299,1100.41,-38.4425,22.4009,-2.20778,9.1785
-70.2826,1100.41,-41.4598,22.415,5.32232,9.17833
-74.6494,1100.45,-32.3568,22.4414,4.64755,9.17771
-106.91,1100.51,-17.3892,22.467,6.07295,9.17756
